,account.length,voice.plan,voice.messages,intl.plan,intl.mins,intl.calls,intl.charge,day.mins,day.calls,day.charge,eve.mins,eve.calls,eve.charge,night.mins,night.calls,night.charge,customer.calls,churn
2872,125,no,0,no,11.3,2,3.05,212.3,89,36.09,215.4,127,18.31,186.8,73,8.41,2,0
2873,124,no,0,no,9.2,2,2.48,151.0,98,25.67,120.6,119,10.25,152.8,81,6.88,2,0
2874,35,no,0,no,6.9,5,1.86,158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,2,0
2875,134,no,0,no,12.3,10,3.32,296.0,93,50.32,226.4,117,19.24,246.8,98,11.11,0,1
2876,123,yes,32,no,6.6,2,1.78,212.3,77,36.09,251.5,78,21.38,208.7,85,9.39,3,0
2877,124,no,0,no,10.4,6,2.81,234.4,61,39.85,179.3,111,15.24,285.5,117,12.85,3,0
2878,133,no,0,no,6.5,3,1.76,176.8,92,30.06,187.5,97,15.94,196.8,88,8.86,2,0
2879,185,yes,19,no,9.6,6,2.59,157.3,123,26.74,257.7,94,21.9,190.4,107,8.57,0,0
2880,1,yes,26,no,10.0,2,2.7,146.6,68,24.92,172.8,67,14.69,173.8,113,7.82,1,0
2881,107,no,0,no,9.8,5,2.65,260.5,108,44.29,102.4,110,8.7,129.7,148,5.84,1,0
2882,91,yes,20,no,6.2,3,1.67,146.1,98,24.84,277.4,104,23.58,137.7,100,6.2,1,0
2883,178,no,0,yes,11.4,2,3.08,124.5,134,21.17,141.2,78,12.0,268.2,113,12.07,2,1
2885,170,no,0,no,8.7,4,2.35,285.7,44,48.57,167.5,144,14.24,260.0,97,11.7,1,1
2887,85,no,0,no,9.9,3,2.67,144.4,88,24.55,264.6,105,22.49,185.4,94,8.34,1,0
2889,148,yes,36,no,10.9,2,2.94,77.6,141,13.19,207.0,60,17.6,255.7,115,11.51,1,0
2890,93,no,0,no,8.4,6,2.27,271.1,101,46.09,237.4,133,20.18,145.4,103,6.54,1,1
2891,138,no,0,no,11.6,1,3.13,240.8,104,40.94,144.5,92,12.28,125.7,98,5.66,0,0
2892,159,no,0,no,12.2,5,3.29,114.8,98,19.52,192.6,101,16.37,259.0,108,11.66,0,0
2893,103,yes,34,no,11.8,7,3.19,138.8,80,23.6,142.0,108,12.07,183.8,77,8.27,1,0
2894,150,yes,27,no,7.2,6,1.94,209.8,112,35.67,155.0,80,13.18,251.5,111,11.32,0,0
2895,37,no,0,no,14.7,2,3.97,134.9,98,22.93,248.4,130,21.11,236.2,113,10.63,3,0
2896,33,no,0,yes,6.4,4,1.73,164.0,99,27.88,153.1,102,13.01,123.8,104,5.57,0,0
2897,55,no,0,no,9.1,4,2.46,245.5,130,41.74,192.7,54,16.38,141.7,83,6.38,1,0
2898,134,yes,32,no,16.6,3,4.48,80.3,94,13.65,199.9,124,16.99,170.8,117,7.69,0,0
2899,107,no,0,no,5.6,5,1.51,90.7,90,15.42,207.5,109,17.64,169.4,96,7.62,2,0
2900,80,yes,36,no,3.8,4,1.03,190.3,115,32.35,256.6,78,21.81,214.9,145,9.67,1,0
2901,78,no,0,no,7.9,5,2.13,108.6,108,18.46,209.9,126,17.84,222.6,117,10.02,1,1
2902,85,yes,17,no,9.3,7,2.51,89.8,88,15.27,233.2,75,19.82,165.7,116,7.46,4,1
2903,61,yes,15,no,10.0,3,2.7,252.4,106,42.91,187.8,69,15.96,259.6,137,11.68,2,0
2905,136,no,0,yes,10.4,9,2.81,183.4,103,31.18,141.9,113,12.06,200.4,122,9.02,2,0
2906,135,no,0,no,3.8,9,1.03,155.2,100,26.38,135.9,84,11.55,184.6,82,8.31,3,0
2908,165,no,0,no,12.8,1,3.46,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,0,0
2909,148,no,0,no,7.9,2,2.13,279.3,104,47.48,201.6,87,17.14,280.8,99,12.64,2,1
2910,99,no,0,no,7.7,2,2.08,174.1,102,29.6,99.1,118,8.42,211.6,126,9.52,2,0
2911,123,no,0,no,9.1,2,2.46,175.7,78,29.87,184.6,96,15.69,156.9,92,7.06,2,0
2912,127,no,0,yes,13.0,3,3.51,256.5,87,43.61,222.1,101,18.88,156.7,122,7.05,1,0
2913,151,no,0,no,4.3,3,1.16,170.2,89,28.93,187.5,83,15.94,119.5,100,5.38,0,0
2914,185,no,0,no,10.8,4,2.92,139.6,92,23.73,250.2,115,21.27,158.1,79,7.11,1,0
2915,65,yes,34,no,12.5,4,3.38,208.8,119,35.5,142.1,106,12.08,214.6,87,9.66,4,0
2916,58,no,0,no,14.4,2,3.89,210.1,126,35.72,248.9,108,21.16,158.6,88,7.14,4,0
2917,104,no,0,no,10.5,6,2.84,113.6,87,19.31,158.6,98,13.48,187.7,87,8.45,2,0
2918,44,no,0,no,8.3,3,2.24,202.6,89,34.44,163.0,96,13.86,268.1,151,12.06,0,0
2920,108,no,0,no,9.4,5,2.54,210.6,117,35.8,164.2,103,13.96,201.4,68,9.06,0,0
2921,132,no,0,no,10.7,4,2.89,121.5,88,20.66,253.0,124,21.51,195.7,120,8.81,1,0
2922,80,no,0,no,15.9,2,4.29,127.8,67,21.73,181.6,112,15.44,197.3,63,8.88,2,0
2923,162,no,0,no,10.2,2,2.75,135.2,98,22.98,242.0,107,20.57,246.9,96,11.11,2,0
2924,110,no,0,no,16.7,3,4.51,99.4,62,16.9,275.0,86,23.38,212.1,94,9.54,2,0
2925,96,no,0,no,10.3,3,2.78,276.9,105,47.07,246.9,94,20.99,254.4,107,11.45,1,1
2926,168,no,0,no,11.6,2,3.13,163.4,134,27.78,240.1,87,20.41,164.0,147,7.38,2,1
2927,72,no,0,no,5.0,3,1.35,287.4,116,48.86,235.3,126,20.0,292.1,114,13.14,4,1
2928,125,yes,23,no,10.2,3,2.75,120.5,104,20.49,227.8,115,19.36,158.5,100,7.13,1,0
2929,170,no,0,no,9.8,3,2.65,184.1,106,31.3,204.9,70,17.42,224.3,133,10.09,2,0
2930,71,no,0,no,14.9,4,4.02,185.0,84,31.45,232.5,129,19.76,191.1,82,8.6,3,0
2932,68,no,0,no,10.9,6,2.94,207.6,68,35.29,251.6,123,21.39,191.6,100,8.62,2,0
2935,24,no,0,no,8.6,3,2.32,149.0,73,25.33,131.0,81,11.14,238.6,69,10.74,2,1
2936,136,no,0,no,9.8,2,2.65,204.5,63,34.77,208.8,95,17.75,224.0,119,10.08,0,0
2937,44,no,0,no,9.5,2,2.57,288.8,86,49.1,175.9,87,14.95,215.4,106,9.69,0,1
2938,96,yes,40,no,13.4,4,3.62,108.6,90,18.46,206.4,154,17.54,126.3,118,5.68,0,0
2939,31,no,0,no,7.0,5,1.89,97.5,129,16.58,260.4,78,22.13,88.7,100,3.99,1,0
2940,72,no,0,no,13.3,5,3.59,166.5,102,28.31,261.0,103,22.19,262.7,85,11.82,0,0
2941,24,no,0,no,7.3,5,1.97,156.2,104,26.55,90.0,101,7.65,205.1,116,9.23,1,0
2942,112,yes,31,no,11.5,1,3.11,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,4,0
2943,117,no,0,yes,10.0,3,2.7,287.4,118,48.86,259.6,84,22.07,153.2,86,6.89,1,1
2944,137,yes,19,no,7.8,2,2.11,175.3,96,29.8,241.3,146,20.51,211.4,109,9.51,0,0
2945,136,no,0,no,9.8,5,2.65,102.1,75,17.36,219.5,97,18.66,73.7,92,3.32,0,0
2946,95,no,0,no,14.0,2,3.78,157.9,103,26.84,259.6,90,22.07,230.0,117,10.35,0,0
2947,82,yes,19,no,4.1,4,1.11,146.5,73,24.91,246.4,65,20.94,199.0,114,8.96,1,0
2948,145,no,0,no,9.0,13,2.43,245.8,116,41.79,286.7,91,24.37,240.7,115,10.83,1,1
2949,56,no,0,yes,10.5,5,2.84,177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,1,0
2950,155,no,0,yes,10.0,5,2.7,250.8,146,42.64,152.5,105,12.96,148.1,104,6.66,2,0
2951,133,no,0,no,11.8,4,3.19,117.8,100,20.03,199.2,105,16.93,244.1,119,10.98,0,1
2952,53,no,0,no,12.9,7,3.48,119.7,113,20.35,189.7,84,16.12,256.2,108,11.53,2,0
2953,123,no,0,no,8.2,3,2.21,242.2,87,41.17,226.1,101,19.22,268.6,121,12.09,5,1
2954,136,no,0,no,9.8,4,2.65,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,7,0
2955,57,no,0,no,8.4,4,2.27,161.0,113,27.37,208.0,134,17.68,208.1,81,9.36,3,0
2956,62,no,0,no,10.3,5,2.78,128.7,111,21.88,169.5,104,14.41,193.6,97,8.71,1,0
2958,55,yes,20,no,7.3,1,1.97,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,1,0
2959,95,no,0,no,6.3,2,1.7,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6,1
2960,125,no,0,no,9.1,4,2.46,233.3,65,39.66,209.8,93,17.83,210.6,109,9.48,1,0
2961,1,no,0,no,10.0,3,2.7,182.1,106,30.96,134.9,106,11.47,152.3,75,6.85,5,1
2962,98,yes,36,no,8.0,2,2.16,168.0,81,28.56,163.2,125,13.87,172.7,120,7.77,6,1
2963,105,no,0,no,5.4,5,1.46,251.6,88,42.77,175.1,103,14.88,184.4,112,8.3,1,0
2964,113,yes,30,no,11.6,7,3.13,183.8,102,31.25,183.4,123,15.59,235.0,52,10.58,0,0
2965,99,no,0,no,7.9,1,2.13,256.4,44,43.59,214.5,105,18.23,233.7,75,10.52,3,1
2966,103,no,0,no,8.4,3,2.27,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,1,0
2967,177,no,0,no,8.0,5,2.16,227.8,81,38.73,161.8,97,13.75,217.0,106,9.76,1,0
2968,149,yes,20,no,10.2,6,2.75,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,0,0
2969,160,no,0,no,13.9,2,3.75,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,1,1
2970,116,no,0,no,7.9,2,2.13,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,2,0
2972,148,no,0,yes,9.6,2,2.59,233.5,81,39.7,187.7,71,15.95,122.3,97,5.5,0,1
2973,147,yes,35,no,10.1,4,2.73,197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,2,1
2974,95,no,0,no,10.4,5,2.81,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,0,0
2975,201,no,0,no,7.0,6,1.89,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,1,0
2976,80,no,0,no,11.8,4,3.19,151.5,89,25.76,131.7,78,11.19,235.3,131,10.59,0,0
2977,122,no,0,yes,11.5,5,3.11,146.3,117,24.87,218.7,93,18.59,236.0,97,10.62,1,0
2978,132,no,0,no,6.7,2,1.81,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,0,0
2979,83,no,0,no,13.0,5,3.51,208.9,71,35.51,214.8,92,18.26,247.9,108,11.16,1,0
2980,99,no,0,no,8.8,3,2.38,135.7,107,23.07,208.4,103,17.71,209.0,95,9.4,7,1
2981,84,no,0,no,14.3,3,3.86,225.9,86,38.4,275.6,105,23.43,201.4,108,9.06,3,1
2982,46,no,0,no,9.7,6,2.62,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,1,0
2983,87,no,0,no,8.9,5,2.4,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,2,0
2984,150,no,0,no,7.9,4,2.13,214.0,117,36.38,192.4,89,16.35,242.6,99,10.92,1,0
2985,73,no,0,no,10.8,6,2.92,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,1,0
2986,7,no,0,no,11.0,5,2.97,206.7,87,35.14,281.1,83,23.89,158.5,77,7.13,3,0
2987,89,yes,12,no,10.5,3,2.84,188.0,105,31.96,151.3,107,12.86,201.9,132,9.09,2,0
2988,131,no,0,yes,13.7,3,3.7,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,3,1
2990,108,no,0,yes,13.8,3,3.73,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,2,1
2991,47,yes,28,no,8.3,6,2.24,172.9,109,29.39,137.6,94,11.7,203.8,109,9.17,1,0
2992,101,no,0,yes,7.3,5,1.97,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,1,0
2993,182,yes,24,no,11.6,3,3.13,128.1,104,21.78,143.4,127,12.19,191.0,98,8.59,1,0
2994,161,no,0,no,12.5,3,3.38,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,1,0
2995,128,no,0,no,5.5,7,1.49,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,1,1
2996,69,yes,31,no,13.2,2,3.56,194.9,63,33.13,191.6,90,16.29,153.0,129,6.89,2,0
2997,113,yes,34,no,13.3,3,3.59,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,1,0
2998,87,yes,30,no,7.8,2,2.11,262.8,114,44.68,215.8,130,18.34,154.8,88,6.97,0,0
2999,71,no,0,no,12.3,3,3.32,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,0,0
3000,76,no,0,no,9.6,5,2.59,204.0,69,34.68,225.1,110,19.13,240.3,85,10.81,1,0
3001,87,no,0,no,14.5,4,3.92,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,3,0
3002,117,no,0,no,11.5,3,3.11,119.0,82,20.23,187.5,108,15.94,189.3,97,8.52,1,0
3003,177,no,0,no,8.9,8,2.4,266.1,91,45.24,225.2,79,19.14,224.7,58,10.11,3,1
3004,95,no,0,no,9.4,3,2.54,134.4,104,22.85,152.4,95,12.95,236.5,80,10.64,1,0
3005,76,no,0,no,16.2,3,4.37,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,1,0
3006,66,no,0,no,10.5,2,2.84,170.5,103,28.99,254.3,77,21.62,197.3,138,8.88,2,0
3007,110,no,0,no,9.9,7,2.67,178.5,124,30.35,146.9,141,12.49,217.1,102,9.77,1,0
3008,204,no,0,no,14.1,5,3.81,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,3,0
3009,32,yes,31,no,13.0,2,3.51,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,0,0
3010,133,yes,39,no,6.7,3,1.81,239.9,107,40.78,253.8,77,21.57,128.7,85,5.79,5,0
3011,185,no,0,no,12.1,3,3.27,55.6,97,9.45,288.7,83,24.54,111.2,110,5.0,2,0
3012,103,yes,37,no,10.6,3,2.86,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,1,0
3013,91,no,0,no,11.1,3,3.0,109.8,100,18.67,189.6,104,16.12,206.7,85,9.3,1,0
3014,131,no,0,no,5.2,6,1.4,196.1,89,33.34,185.5,87,15.77,250.0,132,11.25,2,0
3015,153,no,0,no,11.8,4,3.19,166.8,127,28.36,143.5,121,12.2,210.7,130,9.48,0,0
3016,132,yes,25,no,7.1,7,1.92,113.2,96,19.24,269.9,107,22.94,229.1,87,10.31,2,0
3017,148,no,0,no,14.6,9,3.94,203.0,92,34.51,150.9,125,12.83,245.5,131,11.05,1,0
3018,141,no,0,no,6.0,3,1.62,242.8,90,41.28,234.1,80,19.9,211.5,104,9.52,5,0
3019,105,no,0,no,12.2,2,3.29,156.5,102,26.61,140.2,134,11.92,227.4,111,10.23,2,0
3020,169,no,0,no,13.8,3,3.73,266.7,105,45.34,158.2,88,13.45,287.7,111,12.95,3,1
3021,127,yes,23,no,9.8,4,2.65,182.0,80,30.94,216.1,85,18.37,156.9,82,7.06,1,0
3022,57,no,0,no,10.1,2,2.73,85.9,92,14.6,193.9,127,16.48,231.5,93,10.42,0,0
3024,103,yes,35,no,13.9,2,3.75,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,4,1
3027,78,yes,32,no,10.8,4,2.92,210.3,116,35.75,192.2,83,16.34,246.1,92,11.07,6,0
3028,101,yes,28,no,9.4,6,2.54,220.3,96,37.45,285.8,72,24.29,203.0,111,9.14,4,0
3029,129,no,0,no,12.5,6,3.38,150.0,98,25.5,232.4,101,19.75,261.2,123,11.75,1,0
3030,67,yes,34,no,9.2,4,2.48,161.7,114,27.49,207.6,115,17.65,205.7,114,9.26,0,0
3031,37,no,0,no,14.0,5,3.78,191.4,116,32.54,167.4,99,14.23,216.5,112,9.74,3,0
3032,64,no,0,yes,12.5,3,3.38,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,3,0
3033,173,no,0,no,7.8,7,2.11,109.4,103,18.6,101.3,111,8.61,167.3,106,7.53,1,0
3034,135,no,0,no,13.6,3,3.67,144.1,115,24.5,249.8,68,21.23,211.4,82,9.51,1,0
3035,75,yes,42,no,11.2,8,3.02,248.9,93,42.31,170.8,108,14.52,104.5,91,4.7,1,0
3036,88,no,0,no,11.6,3,3.13,85.7,112,14.57,221.6,70,18.84,190.6,75,8.58,4,1
3037,112,no,0,no,9.4,5,2.54,214.8,112,36.52,209.7,104,17.82,164.4,97,7.4,3,0
3038,113,no,0,no,6.5,4,1.76,158.9,137,27.01,242.8,109,20.64,247.8,97,11.15,0,0
3039,121,yes,28,no,6.4,3,1.73,110.0,94,18.7,141.5,76,12.03,237.3,87,10.68,2,0
3040,70,no,0,no,10.5,2,2.84,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,1,0
3041,90,no,0,no,10.5,4,2.84,145.6,103,24.75,197.1,137,16.75,294.5,83,13.25,0,0
3042,39,no,0,no,6.5,4,1.76,93.3,83,15.86,199.6,114,16.97,206.2,104,9.28,0,0
3043,142,no,0,no,8.3,2,2.24,216.8,134,36.86,187.8,106,15.96,138.1,108,6.21,0,0
3044,176,no,0,no,9.0,2,2.43,201.9,101,34.32,154.7,78,13.15,164.4,79,7.4,1,0
3045,105,no,0,no,8.5,2,2.3,146.4,81,24.89,225.1,80,19.13,230.1,117,10.35,1,0
3046,57,no,0,no,10.5,3,2.84,272.7,74,46.36,224.9,85,19.12,178.2,104,8.02,2,1
3048,88,no,0,no,12.8,5,3.46,172.8,81,29.38,193.4,90,16.44,89.6,107,4.03,2,0
3049,95,no,0,no,14.0,6,3.78,190.2,119,32.33,157.1,70,13.35,181.5,120,8.17,0,0
3050,147,no,0,no,15.6,3,4.21,130.6,83,22.2,208.1,144,17.69,204.6,72,9.21,3,0
3051,101,no,0,no,13.5,4,3.65,158.4,92,26.93,188.0,117,15.98,219.7,125,9.89,4,1
3052,115,no,0,no,15.6,2,4.21,166.5,111,28.31,236.2,98,20.08,205.6,92,9.25,1,0
3053,103,no,0,no,12.9,2,3.48,129.3,103,21.98,202.8,89,17.24,233.0,126,10.49,2,0
3054,82,no,0,no,7.0,10,1.89,199.3,112,33.88,193.4,120,16.44,254.4,117,11.45,0,0
3055,141,no,0,no,9.1,7,2.46,185.1,126,31.47,233.0,98,19.81,152.2,106,6.85,0,0
3056,149,no,0,no,9.7,2,2.62,175.4,80,29.82,197.4,127,16.78,188.2,102,8.47,2,0
3057,131,no,0,no,10.7,2,2.89,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,2,0
3058,119,no,0,no,7.3,3,1.97,94.2,108,16.01,264.1,100,22.45,203.7,79,9.17,1,0
3059,112,no,0,no,7.1,8,1.92,189.4,83,32.2,219.0,89,18.62,168.0,116,7.56,3,0
3060,116,yes,35,no,11.8,2,3.19,118.0,103,20.06,167.2,106,14.21,205.7,102,9.26,2,0
3062,90,no,0,no,12.4,6,3.35,222.0,93,37.74,187.0,103,15.9,282.3,124,12.7,2,0
3063,114,yes,31,no,13.0,4,3.51,222.8,98,37.88,180.5,105,15.34,151.3,101,6.81,0,0
3064,63,yes,25,no,12.2,2,3.29,190.0,137,32.3,116.6,76,9.91,141.5,110,6.37,1,0
3065,130,no,0,no,8.7,2,2.35,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,4,1
3066,122,yes,29,no,8.4,6,2.27,195.4,83,33.22,268.2,93,22.8,168.0,95,7.56,3,0
3067,166,no,0,no,7.2,5,1.94,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,3,0
3068,62,no,0,no,10.1,4,2.73,100.0,98,17.0,173.5,95,14.75,218.0,122,9.81,0,0
3069,78,yes,21,no,9.5,1,2.57,160.6,85,27.3,223.1,79,18.96,124.0,92,5.58,2,0
3070,148,yes,26,no,9.9,3,2.67,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,1,0
3071,154,no,0,no,12.0,2,3.24,154.5,122,26.27,214.2,71,18.21,178.0,105,8.01,3,1
3073,75,no,0,no,8.5,5,2.3,305.1,106,51.87,188.0,115,15.98,235.4,116,10.59,0,1
3074,84,yes,38,no,7.4,5,2.0,193.0,106,32.81,153.6,106,13.06,260.4,87,11.72,2,0
3075,113,no,0,no,6.6,3,1.78,72.5,88,12.33,204.0,112,17.34,117.9,118,5.31,1,0
3077,51,no,0,no,10.0,3,2.7,180.5,88,30.69,134.7,102,11.45,170.7,97,7.68,2,0
3078,102,yes,29,no,14.3,2,3.86,214.7,86,36.5,314.3,109,26.72,280.2,110,12.61,0,0
3079,107,no,0,no,13.2,3,3.56,86.8,95,14.76,108.1,85,9.19,204.3,87,9.19,1,0
3080,88,no,0,no,7.9,2,2.13,131.5,99,22.36,174.8,128,14.86,184.2,83,8.29,5,1
3082,204,no,0,no,5.9,3,1.59,174.3,85,29.63,254.1,95,21.6,176.4,96,7.94,6,0
3083,130,no,0,no,12.1,4,3.27,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,3,0
3084,174,no,0,no,12.5,5,3.38,235.5,108,40.04,142.3,143,12.1,316.7,131,14.25,0,0
3085,129,no,0,no,12.1,2,3.27,157.0,113,26.69,256.9,97,21.84,185.5,126,8.35,2,0
3086,190,no,0,yes,10.0,7,2.7,111.9,55,19.02,223.0,124,18.96,243.2,81,10.94,3,0
3087,54,no,0,yes,11.2,8,3.02,236.3,91,40.17,152.8,130,12.99,160.3,98,7.21,3,0
3088,78,no,0,no,8.6,9,2.32,163.6,88,27.81,283.4,93,24.09,262.1,108,11.79,0,0
3089,100,yes,29,no,8.9,3,2.4,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,1,0
3090,70,yes,30,no,9.4,4,2.54,143.4,72,24.38,170.0,92,14.45,127.9,68,5.76,3,0
3091,111,no,0,no,12.1,4,3.27,78.3,119,13.31,198.2,94,16.85,248.5,94,11.18,1,0
3092,117,no,0,no,10.6,3,2.86,97.1,98,16.51,228.0,131,19.38,240.0,111,10.8,1,0
3093,68,no,0,no,10.1,2,2.73,94.1,93,16.0,147.6,80,12.55,213.5,85,9.61,0,0
3094,27,no,0,no,8.2,3,2.21,226.3,95,38.47,274.3,109,23.32,242.7,119,10.92,2,1
3095,91,no,0,no,10.5,2,2.84,133.8,61,22.75,158.8,96,13.5,189.6,92,8.53,1,0
3096,181,yes,27,no,10.6,4,2.86,190.3,93,32.35,249.0,127,21.17,215.7,82,9.71,1,0
3097,118,yes,36,no,9.8,5,2.65,294.9,106,50.13,165.7,115,14.08,189.2,63,8.51,3,0
3099,93,no,0,no,12.0,4,3.24,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,0,0
3100,102,no,0,no,10.1,10,2.73,158.0,94,26.86,207.9,100,17.67,190.4,120,8.57,0,0
3101,93,no,0,no,10.4,2,2.81,173.0,131,29.41,190.4,108,16.18,290.0,66,13.05,0,0
3102,107,yes,32,no,8.2,5,2.21,134.2,101,22.81,211.9,145,18.01,167.6,138,7.54,1,0
3103,100,yes,32,no,12.6,9,3.4,125.2,123,21.28,230.9,101,19.63,192.0,106,8.64,3,0
3104,115,no,0,no,13.2,1,3.56,195.9,111,33.3,227.0,108,19.3,313.2,113,14.09,2,0
3105,63,yes,13,no,10.3,2,2.78,214.2,61,36.41,181.2,88,15.4,174.0,68,7.83,0,0
3106,57,no,0,no,9.5,1,2.57,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,0,0
3107,119,yes,26,no,11.6,5,3.13,132.0,100,22.44,173.3,121,14.73,203.5,108,9.16,1,0
3109,98,yes,30,no,11.0,8,2.97,110.3,71,18.75,182.4,108,15.5,183.8,88,8.27,2,0
3111,31,yes,28,no,10.6,7,2.86,171.8,116,29.21,240.7,125,20.46,245.5,80,11.05,1,0
3112,129,yes,32,no,11.4,5,3.08,211.0,99,35.87,155.1,89,13.18,234.8,96,10.57,1,0
3113,115,no,0,no,9.3,3,2.51,139.3,89,23.68,192.3,95,16.35,151.0,75,6.8,7,1
3114,108,no,0,no,14.0,9,3.78,291.6,99,49.57,221.1,93,18.79,229.2,110,10.31,2,1
3115,139,no,0,no,12.1,1,3.27,139.0,110,23.63,132.9,93,11.3,272.0,120,12.24,0,0
3116,102,no,0,no,10.0,1,2.7,234.8,125,39.92,199.2,99,16.93,163.2,88,7.34,4,0
3117,149,no,0,no,8.8,1,2.38,187.6,83,31.89,201.4,81,17.12,264.2,79,11.89,1,0
3118,113,no,0,no,13.1,7,3.54,159.8,143,27.17,210.1,93,17.86,175.1,86,7.88,2,0
3119,131,yes,33,no,5.2,5,1.4,177.1,100,30.11,194.0,85,16.49,253.4,124,11.4,1,0
3120,83,no,0,no,11.4,10,3.08,117.9,101,20.04,160.4,92,13.63,235.3,150,10.59,0,0
3121,96,yes,21,no,10.8,6,2.92,247.6,95,42.09,256.3,150,21.79,158.6,72,7.14,2,0
3123,3,no,0,no,14.1,3,3.81,185.0,120,31.45,203.7,129,17.31,170.5,89,7.67,3,0
3124,77,yes,17,no,11.3,5,3.05,204.9,84,34.83,201.0,102,17.09,219.7,97,9.89,0,0
3125,75,yes,24,no,9.4,2,2.54,225.5,119,38.34,182.0,108,15.47,270.9,106,12.19,3,0
3126,40,no,0,no,10.5,3,2.84,169.7,115,28.85,141.4,123,12.02,253.0,115,11.39,4,1
3127,108,no,0,no,10.6,6,2.86,239.3,102,40.68,223.4,127,18.99,251.4,104,11.31,0,0
3128,100,no,0,no,11.7,2,3.16,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,4,1
3130,115,yes,16,no,5.6,4,1.51,133.3,110,22.66,185.7,111,15.78,161.5,113,7.27,2,0
3131,108,yes,25,no,8.7,1,2.35,170.7,88,29.02,109.9,113,9.34,165.7,99,7.46,3,0
3132,107,no,0,no,8.3,3,2.24,189.7,76,32.25,156.1,65,13.27,244.0,91,10.98,5,0
3133,161,no,0,no,7.8,5,2.11,322.3,100,54.79,230.4,135,19.58,241.5,104,10.87,2,1
3134,147,no,0,no,10.4,4,2.81,124.4,74,21.15,320.9,78,27.28,157.2,126,7.07,2,0
3135,107,no,0,no,11.4,5,3.08,146.9,94,24.97,114.3,111,9.72,114.5,97,5.15,3,0
3136,120,no,0,no,10.8,3,2.92,192.6,123,32.74,206.4,105,17.54,283.2,93,12.74,1,0
3137,107,yes,36,no,10.3,2,2.78,96.3,83,16.37,179.6,91,15.27,166.3,121,7.48,1,0
3138,58,no,0,no,14.7,5,3.97,131.9,96,22.42,167.6,107,14.25,205.9,106,9.27,3,0
3139,91,no,0,no,13.3,3,3.59,147.2,121,25.02,175.2,87,14.89,136.3,80,6.13,2,0
3140,13,no,0,no,7.1,5,1.92,143.1,139,24.33,239.6,88,20.37,221.7,123,9.98,2,0
3141,104,no,0,no,15.2,6,4.1,280.4,127,47.67,179.4,79,15.25,150.6,77,6.78,5,0
3142,93,yes,31,no,10.7,4,2.89,237.2,85,40.32,213.1,100,18.11,192.7,87,8.67,1,0
3143,95,no,0,no,12.8,4,3.46,184.2,95,31.31,181.6,101,15.44,143.4,113,6.45,2,0
3144,104,no,0,no,10.0,4,2.7,109.1,141,18.55,187.1,140,15.9,216.6,100,9.75,3,0
3145,35,no,0,no,10.3,2,2.78,138.1,115,23.48,158.2,82,13.45,215.7,118,9.71,5,1
3146,62,no,0,no,8.8,4,2.38,186.8,94,31.76,207.6,92,17.65,195.0,98,8.78,3,0
3147,143,no,0,no,13.9,5,3.75,155.4,112,26.42,290.9,92,24.73,228.4,91,10.28,1,0
